彩种名称,投注人数,投注金额,中奖金额,撤单金额,返点金额,盈利,盈率,source_file
传统5分赛车,4,1278.00,426.92,0.00,8.26,842.82,65.95%,20200614.xls
3分彩,4,1219.58,965.47,0.00,0.00,254.12,20.84%,20200614.xls
红黑大战,4,1150.00,754.20,0.00,11.01,384.79,33.46%,20200614.xls
上海快3,9,1063.00,731.20,0.00,2.07,329.73,31.02%,20200614.xls
北京赛车,4,1016.20,1658.68,88.00,0.28,-642.76,-63.25%,20200614.xls
5分彩,3,967.04,939.30,0.00,0.00,27.74,2.87%,20200614.xls
百人三公,2,890.00,435.60,0.00,0.00,454.40,51.06%,20200614.xls
北京快3,9,883.00,1290.68,0.00,0.74,-408.42,-46.25%,20200614.xls
百人牌九,2,840.00,886.50,0.00,4.80,-51.30,-6.11%,20200614.xls
1分11选5,11,767.72,554.98,9.00,2.62,210.12,27.37%,20200614.xls
传统疯狂飞艇,6,713.00,219.38,0.00,0.66,492.96,69.14%,20200614.xls
广西快3,3,623.00,512.56,20.00,3.04,107.40,17.24%,20200614.xls
百人炸金花,3,605.00,771.90,0.00,0.10,-167.00,-27.60%,20200614.xls
甘肃快3,6,515.00,701.72,1.00,0.35,-187.07,-36.32%,20200614.xls
1分幸运28,7,431.00,2700.00,0.00,0.00,-2269.00,-526.45%,20200614.xls
百人德扑,2,235.00,247.50,0.00,0.00,-12.50,-5.32%,20200614.xls
射龙门,4,160.00,134.50,0.00,0.60,24.90,15.56%,20200614.xls
传统10分彩,2,112.00,38.80,100.00,1.96,71.24,63.61%,20200614.xls
10分六合,1,108.00,50.70,5.00,0.00,57.30,53.06%,20200614.xls
传统10分赛车,1,50.00,9.90,0.00,0.00,40.10,80.20%,20200614.xls
台湾宾果,1,40.00,32.92,0.00,0.00,7.08,17.70%,20200614.xls
传统3分赛车,1,12.00,15.84,0.00,0.00,-3.84,-32.00%,20200614.xls
决战梭哈,1,5.00,8.85,0.00,0.00,-3.85,-77.00%,20200614.xls
小计,,8235870.12,7801361.10,103846.76,12976.97,421532.08,5.12%,20200614.xls
1分快3,765,4929344.00,4637841.41,50408.00,9879.21,281623.38,5.71%,20200615.xls
极速快3,178,1036942.00,982373.63,0.00,2190.51,52377.87,5.05%,20200615.xls
3分快3,161,228598.00,212946.98,14946.00,388.14,15262.88,6.68%,20200615.xls
龙虎斗,36,224840.00,234118.10,0.00,2322.47,-11600.57,-5.16%,20200615.xls
1分赛车,36,108551.96,107898.55,1116.00,18.07,635.33,0.59%,20200615.xls
5分快3,50,82749.00,83207.03,334.00,38.56,-496.58,-0.60%,20200615.xls
1分彩,43,76163.66,69743.99,66.66,173.36,6246.31,8.20%,20200615.xls
欢乐生肖,10,70978.00,79383.00,8.00,14.50,-8419.50,-11.86%,20200615.xls
百家乐,7,51460.00,42651.25,0.00,8.55,8800.20,17.10%,20200615.xls
疯狂飞艇,34,44143.30,42061.19,773.68,44.33,2037.78,4.62%,20200615.xls
腾讯1.5分彩,7,37519.56,37605.88,0.00,0.00,-86.32,-0.23%,20200615.xls
1分六合,25,36581.00,39268.38,18.00,16.64,-2704.01,-7.39%,20200615.xls
传统1分赛车,13,33336.00,32685.70,2968.00,98.27,552.03,1.66%,20200615.xls
百人三公,5,28835.00,21780.65,0.00,0.00,7054.35,24.46%,20200615.xls
传统1分彩,18,22144.00,22038.22,892.00,6.64,99.14,0.45%,20200615.xls
传统北京赛车,8,21598.00,17213.86,430.00,0.00,4384.14,20.30%,20200615.xls
腾讯时时彩,25,20086.74,21425.81,0.00,4.17,-1343.24,-6.69%,20200615.xls
百人德扑,1,15130.00,13365.00,0.00,0.00,1765.00,11.67%,20200615.xls
六合秒秒,5,13797.00,14048.74,0.00,64.14,-315.88,-2.29%,20200615.xls
万人牛牛,9,12482.00,12831.99,20.00,39.75,-389.74,-3.12%,20200615.xls
骰宝,11,11680.00,10743.95,0.00,187.35,748.70,6.41%,20200615.xls
安徽快3,14,11284.00,11949.86,500.00,3.37,-669.23,-5.93%,20200615.xls
秒秒彩,4,9970.00,9274.77,0.00,0.00,695.23,6.97%,20200615.xls
万人龙虎,13,9285.00,10000.60,100.00,15.53,-731.13,-7.87%,20200615.xls
腾讯3分彩,6,7950.10,9213.46,0.00,0.45,-1263.81,-15.90%,20200615.xls
极速赛车,22,7562.26,7358.77,0.00,3.68,199.81,2.64%,20200615.xls
红黑大战,10,6990.00,5888.05,0.00,13.60,1088.35,15.57%,20200615.xls
吉林快3,8,6680.00,5192.75,695.00,8.09,1479.16,22.14%,20200615.xls
3分赛车,9,6268.48,6691.90,0.00,0.32,-423.74,-6.76%,20200615.xls
1分幸运28,10,5702.00,6282.25,0.00,0.00,-580.25,-10.18%,20200615.xls
广东11选5,8,5539.20,5163.64,0.60,0.00,375.56,6.78%,20200615.xls
澳门六合彩,7,5060.00,4156.50,0.00,1.04,902.46,17.84%,20200615.xls
上海11选5,10,4964.80,4491.03,0.00,0.00,473.77,9.54%,20200615.xls
江西11选5,7,4877.98,6191.35,290.00,0.00,-1313.37,-26.92%,20200615.xls
百人二八杠,6,4465.00,3302.60,0.00,11.95,1150.45,25.77%,20200615.xls
传统欢乐生肖,4,4324.00,2656.54,0.00,36.29,1631.17,37.72%,20200615.xls
1分11选5,15,3814.76,2563.38,71.32,124.25,1127.13,29.55%,20200615.xls
山东11选5,8,3751.00,2778.76,90.00,2.76,969.49,25.85%,20200615.xls
百人牛牛,8,3690.00,3701.40,0.00,0.80,-12.20,-0.33%,20200615.xls
3分彩,3,3573.60,4386.52,0.00,0.00,-812.92,-22.75%,20200615.xls
飞禽走兽,3,3345.00,3316.50,0.00,2.68,25.83,0.77%,20200615.xls
5分六合,2,3255.00,3378.98,0.00,0.00,-123.98,-3.81%,20200615.xls
广西快3,7,3148.00,4475.94,450.00,1.15,-1329.09,-42.22%,20200615.xls
梭哈,8,2730.00,3417.65,0.00,4.15,-691.80,-25.34%,20200615.xls
腾讯5分彩,6,2619.84,2250.56,0.00,0.00,369.28,14.10%,20200615.xls
江苏11选5,6,2602.60,3331.25,16.00,0.00,-728.65,-28.00%,20200615.xls
万人射龙门,1,2040.00,2414.00,200.00,0.00,-374.00,-18.33%,20200615.xls
森林舞会,3,1910.00,1756.60,0.00,3.00,150.40,7.87%,20200615.xls
传统疯狂飞艇,3,1752.00,2295.36,0.00,0.72,-544.08,-31.05%,20200615.xls
江苏快3,10,1705.00,1675.04,120.00,4.72,25.24,1.48%,20200615.xls
北京赛车,12,1583.50,939.51,0.00,0.06,643.93,40.66%,20200615.xls
上海快3,8,1488.00,934.86,100.00,0.88,552.26,37.11%,20200615.xls
5分赛车,6,1401.20,55.44,10.00,0.00,1345.76,96.04%,20200615.xls
湖北快3,7,1396.00,807.84,25.00,0.03,588.13,42.13%,20200615.xls
万人炸金花,2,1280.00,354.60,0.00,0.00,925.40,72.30%,20200615.xls
贵州快3,6,1177.00,71.28,20.00,0.05,1105.67,93.94%,20200615.xls
5分彩,2,1122.00,1044.10,0.00,0.00,77.90,6.94%,20200615.xls
奔驰宝马,5,1000.00,592.95,0.00,0.70,406.35,40.64%,20200615.xls
北京快3,5,777.00,649.44,514.00,0.60,126.96,16.34%,20200615.xls
河北快3,6,681.00,1077.12,30.00,0.82,-396.94,-58.29%,20200615.xls
台湾宾果,2,436.80,98.76,0.00,0.00,338.04,77.39%,20200615.xls
射龙门,3,415.00,240.65,0.00,0.25,174.10,41.95%,20200615.xls
百人炸金花,2,395.00,206.85,0.00,0.00,188.15,47.63%,20200615.xls
百人牌九,2,330.00,138.40,0.00,0.70,190.90,57.85%,20200615.xls
甘肃快3,7,309.00,275.94,14.00,0.09,32.97,10.67%,20200615.xls
万人红黑大战,4,202.00,188.10,0.00,0.66,13.24,6.55%,20200615.xls
传统10分赛车,1,153.00,207.90,0.00,0.00,-54.90,-35.88%,20200615.xls
传统10分彩,2,100.00,135.80,0.00,2.00,-37.80,-37.80%,20200615.xls
传统3分赛车,1,17.00,29.55,0.00,0.00,-12.55,-73.82%,20200615.xls
万人百家乐,1,5.00,0.00,0.00,0.00,5.00,100.00%,20200615.xls
小计,,7262087.34,6882838.41,75226.26,15740.05,363508.92,5.01%,20200615.xls
1分快3,812,3840317.00,3713716.83,50250.00,6836.97,119763.20,3.12%,20200616.xls
极速快3,207,1405461.00,1336601.52,0.00,4926.62,63932.86,4.55%,20200616.xls
龙虎斗,41,302850.00,281274.90,0.00,5083.23,16491.88,5.45%,20200616.xls
3分快3,191,231311.00,231893.81,8190.00,804.44,-1387.24,-0.60%,20200616.xls
欢乐生肖,16,98484.44,91584.79,440.00,11.50,6888.15,6.99%,20200616.xls
1分赛车,36,59394.82,51869.03,24.00,14.88,7510.91,12.65%,20200616.xls
1分彩,55,58414.72,60383.19,232.00,89.28,-2057.75,-3.52%,20200616.xls
万人龙虎,13,57100.00,55510.85,0.00,176.20,1412.95,2.47%,20200616.xls
六合秒秒,7,56180.00,55829.91,0.00,47.34,302.75,0.54%,20200616.xls
疯狂飞艇,34,48946.08,46121.86,2779.20,20.40,2803.81,5.73%,20200616.xls
5分快3,49,37228.00,36381.81,1495.00,31.37,814.82,2.19%,20200616.xls
传统1分赛车,15,36124.00,30967.36,732.00,47.72,5108.93,14.14%,20200616.xls
1分六合,25,33873.00,28284.81,0.00,2.61,5585.58,16.49%,20200616.xls
传统1分彩,19,32304.00,33861.22,80.00,15.42,-1572.63,-4.87%,20200616.xls
骰宝,15,25410.00,23150.65,0.00,192.33,2067.03,8.13%,20200616.xls
腾讯时时彩,32,23243.36,22682.11,534.06,38.26,522.99,2.25%,20200616.xls
百家乐,9,18895.00,17611.10,0.00,6.90,1277.00,6.76%,20200616.xls
万人牛牛,5,18077.00,17820.38,0.00,177.36,79.26,0.44%,20200616.xls
北京赛车,8,14006.60,7429.80,620.00,4.90,6571.90,46.92%,20200616.xls
传统北京赛车,6,13616.00,12968.51,640.00,0.00,647.49,4.76%,20200616.xls
秒秒彩,5,11538.00,11532.30,0.00,1.68,4.02,0.03%,20200616.xls
百人三公,3,10935.00,9899.65,0.00,0.00,1035.35,9.47%,20200616.xls
森林舞会,6,10725.00,8291.65,0.00,2.00,2431.35,22.67%,20200616.xls
上海快3,9,10243.00,8295.58,4.00,30.16,1917.27,18.72%,20200616.xls
百人牛牛,9,8750.00,8321.30,0.00,0.00,428.70,4.90%,20200616.xls
极速赛车,17,8117.32,8000.97,0.00,22.78,93.57,1.15%,20200616.xls
安徽快3,12,7954.00,9901.02,69.00,20.80,-1967.82,-24.74%,20200616.xls
百人二八杠,5,7050.00,6882.40,0.00,48.85,118.75,1.68%,20200616.xls
1分11选5,17,6811.86,6177.66,29.46,82.13,552.07,8.10%,20200616.xls
北京快3,7,6347.00,8662.48,1801.00,7.55,-2323.03,-36.60%,20200616.xls
奔驰宝马,11,5755.00,5391.80,0.00,2.63,360.58,6.27%,20200616.xls
传统疯狂飞艇,8,5408.00,6564.69,100.00,0.33,-1157.02,-21.39%,20200616.xls
1分幸运28,7,5244.00,4982.55,0.00,0.00,261.45,4.99%,20200616.xls
3分彩,1,4500.00,5122.00,0.00,0.00,-622.00,-13.82%,20200616.xls
梭哈,9,4395.00,2324.95,0.00,2.20,2067.85,47.05%,20200616.xls
江苏快3,14,4391.00,4102.24,329.00,18.73,270.04,6.15%,20200616.xls
红黑大战,9,3890.00,3908.35,0.00,18.65,-37.00,-0.95%,20200616.xls
上海11选5,10,3746.44,3996.63,0.00,0.07,-250.26,-6.68%,20200616.xls
贵州快3,7,3533.00,3127.52,0.00,8.83,396.65,11.23%,20200616.xls
腾讯1.5分彩,9,3512.74,4013.37,0.00,0.00,-500.64,-14.25%,20200616.xls
甘肃快3,8,3397.00,3693.85,15.00,15.53,-312.38,-9.20%,20200616.xls
吉林快3,8,3286.00,4164.22,150.00,18.44,-896.66,-27.29%,20200616.xls
湖北快3,9,3284.00,3439.28,224.00,15.61,-170.89,-5.20%,20200616.xls
传统3分赛车,1,3131.00,2801.70,80.00,0.00,329.30,10.52%,20200616.xls
万人射龙门,2,3100.00,4071.80,0.00,0.00,-971.80,-31.35%,20200616.xls
广西快3,6,2826.00,2728.00,0.00,13.08,84.92,3.00%,20200616.xls
山东11选5,9,2148.50,1191.68,80.00,2.16,954.66,44.43%,20200616.xls
广东11选5,9,2104.40,2031.30,62.00,0.00,73.10,3.47%,20200616.xls
5分赛车,6,2104.00,2471.18,0.00,19.40,-386.58,-18.37%,20200616.xls
3分赛车,12,2078.66,1475.96,0.00,5.06,597.64,28.75%,20200616.xls
5分六合,4,2035.00,615.77,0.00,0.33,1418.90,69.72%,20200616.xls
传统欢乐生肖,6,1844.00,2549.02,0.00,5.25,-710.27,-38.52%,20200616.xls
江苏11选5,5,1587.00,653.40,0.00,0.00,933.60,58.83%,20200616.xls
飞禽走兽,4,1475.00,1181.60,0.00,53.60,239.80,16.26%,20200616.xls
百人炸金花,7,1225.00,1127.85,0.00,0.00,97.15,7.93%,20200616.xls
腾讯3分彩,6,1030.08,900.56,0.00,0.00,129.52,12.57%,20200616.xls
万人红黑大战,4,986.00,1162.85,0.00,4.49,-181.34,-18.39%,20200616.xls
河北快3,6,918.00,1036.48,324.00,3.97,-122.45,-13.34%,20200616.xls
江西11选5,5,606.00,475.81,40.00,0.00,130.19,21.48%,20200616.xls
万人炸金花,3,435.00,472.80,0.00,0.05,-37.85,-8.70%,20200616.xls
传统10分赛车,1,389.00,514.80,0.00,0.00,-125.80,-32.34%,20200616.xls
射龙门,6,340.00,237.65,0.00,3.00,99.35,29.22%,20200616.xls
澳门六合彩,3,337.00,19.14,0.00,2.84,315.02,93.48%,20200616.xls
百人德扑,2,330.00,594.00,0.00,0.10,-264.10,-80.03%,20200616.xls
传统5分赛车,2,169.00,138.60,0.00,0.00,30.40,17.99%,20200616.xls
腾讯5分彩,7,142.68,167.90,0.00,0.00,-25.22,-17.68%,20200616.xls
万人百家乐,2,70.00,58.20,0.00,0.12,11.68,16.69%,20200616.xls
传统10分彩,1,20.00,43.76,0.00,0.00,-23.76,-118.80%,20200616.xls
百人牌九,1,20.00,39.40,0.00,0.00,-19.40,-97.00%,20200616.xls
决战梭哈,1,5.00,0.00,0.00,0.00,5.00,100.00%,20200616.xls
小计,,6585505.70,6325502.11,69323.72,18958.15,241045.50,3.66%,20200616.xls
1分快3,805,4835513.00,4533894.09,52874.00,7738.81,293880.10,6.08%,20200617.xls
极速快3,176,1624992.00,1550413.74,0.00,3852.66,70725.60,4.35%,20200617.xls
3分快3,163,257416.00,241384.68,14433.00,787.31,15244.01,5.92%,20200617.xls
龙虎斗,43,197060.00,183493.30,0.00,370.17,13196.54,6.70%,20200617.xls
欢乐生肖,13,144208.56,132729.89,8300.00,12.00,11466.67,7.95%,20200617.xls
1分彩,49,67618.00,65440.93,65.60,21.01,2156.06,3.19%,20200617.xls
万人龙虎,11,53865.00,51309.85,0.00,163.00,2392.15,4.44%,20200617.xls
疯狂飞艇,35,40321.14,34472.80,766.00,11.32,5837.02,14.48%,20200617.xls
传统1分彩,18,38887.00,40483.23,0.00,60.25,-1656.48,-4.26%,20200617.xls
1分六合,18,33953.00,38726.91,500.00,0.61,-4774.52,-14.06%,20200617.xls
1分赛车,34,33776.44,31813.77,0.00,6.06,1956.61,5.79%,20200617.xls
腾讯时时彩,30,31974.18,28534.85,340.48,22.20,3417.13,10.69%,20200617.xls
传统1分赛车,19,31834.00,31412.31,1377.00,22.11,399.58,1.26%,20200617.xls
5分快3,46,28853.00,22873.28,627.00,23.32,5956.40,20.64%,20200617.xls
极速赛车,20,25772.18,26166.43,0.00,5.03,-399.28,-1.55%,20200617.xls
百家乐,12,23260.00,23354.30,0.00,0.30,-94.60,-0.41%,20200617.xls
甘肃快3,6,15554.00,8361.38,0.00,9.78,7182.84,46.18%,20200617.xls
骰宝,8,14380.00,13636.10,0.00,0.00,743.90,5.17%,20200617.xls
北京赛车,10,14072.02,13698.69,40.00,2.10,371.23,2.64%,20200617.xls
安徽快3,15,11981.00,8320.19,3903.00,27.24,3633.58,30.33%,20200617.xls
六合秒秒,5,11774.00,11476.99,0.00,0.00,297.01,2.52%,20200617.xls
1分11选5,12,10703.14,11378.82,120.40,0.62,-676.30,-6.32%,20200617.xls
奔驰宝马,6,9050.00,6071.20,0.00,16.90,2961.90,32.73%,20200617.xls
广东11选5,8,8780.88,9474.25,16.00,0.00,-693.37,-7.90%,20200617.xls
传统北京赛车,6,8204.00,10352.35,0.00,0.00,-2148.35,-26.19%,20200617.xls
北京快3,10,7870.00,9312.86,1332.00,28.33,-1471.19,-18.69%,20200617.xls
腾讯1.5分彩,9,7320.86,7428.69,0.00,0.01,-107.84,-1.47%,20200617.xls
传统欢乐生肖,7,6226.00,4865.81,0.00,10.53,1349.66,21.68%,20200617.xls
上海快3,7,6130.00,4036.80,0.00,20.99,2072.22,33.80%,20200617.xls
吉林快3,9,6079.00,9741.77,30.00,22.10,-3684.87,-60.62%,20200617.xls
江苏快3,12,5900.00,7416.50,0.00,17.02,-1533.52,-25.99%,20200617.xls
百人牛牛,6,5760.00,5738.00,0.00,0.00,22.00,0.38%,20200617.xls
广西快3,11,5518.00,5199.00,570.00,22.86,296.15,5.37%,20200617.xls
传统疯狂飞艇,6,5415.00,6282.54,50.00,0.06,-867.60,-16.02%,20200617.xls
河北快3,7,5052.00,3427.68,157.00,24.65,1599.68,31.66%,20200617.xls
万人红黑大战,5,4968.00,4927.65,0.00,7.58,32.78,0.66%,20200617.xls
贵州快3,3,4399.00,2105.07,0.00,14.48,2279.46,51.82%,20200617.xls
红黑大战,5,3995.00,4049.75,0.00,7.30,-62.05,-1.55%,20200617.xls
森林舞会,5,3990.00,3101.55,0.00,0.00,888.45,22.27%,20200617.xls
万人牛牛,7,3664.00,3163.67,0.00,36.19,464.14,12.67%,20200617.xls
万人射龙门,1,3440.00,3254.00,0.00,0.00,186.00,5.41%,20200617.xls
秒秒彩,5,3318.00,3102.44,0.00,0.00,215.56,6.50%,20200617.xls
湖北快3,9,2956.00,3503.82,0.00,10.91,-558.73,-18.90%,20200617.xls
3分赛车,14,2336.94,1620.79,283.00,4.25,711.90,30.46%,20200617.xls
上海11选5,6,2320.28,3395.49,202.00,0.00,-1075.21,-46.34%,20200617.xls
山东11选5,10,2171.68,2198.60,74.00,1.44,-28.36,-1.31%,20200617.xls
射龙门,3,1725.00,1712.20,0.00,0.00,12.80,0.74%,20200617.xls
5分赛车,8,1520.60,2027.40,30.00,14.82,-521.62,-34.30%,20200617.xls
万人百家乐,3,1490.00,1824.00,400.00,0.00,-334.00,-22.42%,20200617.xls
梭哈,5,1350.00,1085.60,0.00,0.90,263.50,19.52%,20200617.xls
5分彩,3,1161.48,1970.00,0.00,0.00,-808.52,-69.61%,20200617.xls
江苏11选5,5,1103.48,843.98,0.00,0.00,259.51,23.52%,20200617.xls
百人炸金花,4,950.00,1065.90,0.00,0.00,-115.90,-12.20%,20200617.xls
百人二八杠,4,770.00,689.60,0.00,3.35,77.05,10.01%,20200617.xls
江西11选5,4,711.48,670.82,22.00,0.00,40.66,5.71%,20200617.xls
腾讯3分彩,2,703.20,709.20,0.00,0.00,-6.00,-0.85%,20200617.xls
飞禽走兽,2,680.00,540.00,0.00,0.00,140.00,20.59%,20200617.xls
决战梭哈,3,600.00,649.05,0.00,0.55,-49.60,-8.27%,20200617.xls
1分幸运28,11,572.00,401.44,0.00,0.00,170.56,29.82%,20200617.xls
腾讯5分彩,4,513.20,492.50,0.30,0.00,20.70,4.03%,20200617.xls
百人牌九,2,440.00,484.10,0.00,0.00,-44.10,-10.02%,20200617.xls
5分六合,2,401.00,433.20,0.00,0.00,-32.20,-8.03%,20200617.xls
3分彩,3,340.90,217.29,0.00,0.00,123.61,36.26%,20200617.xls
澳门六合彩,3,244.00,1290.61,0.00,2.84,-1049.45,-430.10%,20200617.xls
传统10分赛车,1,184.00,198.00,0.00,0.00,-14.00,-7.61%,20200617.xls
百人三公,3,130.00,49.35,0.00,0.00,80.65,62.04%,20200617.xls
传统3分赛车,4,121.00,116.82,0.00,0.00,4.18,3.45%,20200617.xls
传统10分彩,1,64.00,91.90,0.00,0.00,-27.90,-43.59%,20200617.xls
百人德扑,1,60.00,39.60,0.00,0.00,20.40,34.00%,20200617.xls
传统5分赛车,3,54.00,85.14,0.00,0.00,-31.14,-57.67%,20200617.xls
万人炸金花,1,15.00,0.00,0.00,0.00,15.00,100.00%,20200617.xls
台湾宾果,1,14.00,0.00,0.00,0.00,14.00,100.00%,20200617.xls
小计,,7688550.64,7244834.51,86512.78,13403.96,430312.25,5.60%,20200617.xls
1分快3,742,3514234.00,3389029.50,47600.00,6972.65,118231.85,3.36%,20200618.xls
极速快3,177,1279991.00,1223188.11,0.00,2689.63,54113.27,4.23%,20200618.xls
3分快3,171,305257.00,354477.56,32661.00,744.50,-49965.06,-16.37%,20200618.xls
欢乐生肖,15,205354.00,238811.58,420.00,0.00,-33457.58,-16.29%,20200618.xls
1分赛车,28,114789.64,115807.71,300.00,25.02,-1043.08,-0.91%,20200618.xls
传统1分赛车,16,106961.00,97780.87,1966.00,54.88,9125.25,8.53%,20200618.xls
1分六合,29,106351.00,102496.98,121.00,6.61,3847.42,3.62%,20200618.xls
龙虎斗,34,88290.00,81047.35,0.00,388.39,6854.26,7.76%,20200618.xls
1分彩,50,80407.18,76181.26,98.60,30.52,4195.41,5.22%,20200618.xls
1分11选5,19,54652.60,51571.29,208.20,3.68,3077.63,5.63%,20200618.xls
5分快3,51,53638.00,44062.15,216.00,15.21,9560.64,17.82%,20200618.xls
腾讯1.5分彩,8,38944.42,33526.79,0.00,0.00,5417.63,13.91%,20200618.xls
疯狂飞艇,34,35213.96,34108.77,617.60,15.07,1090.12,3.10%,20200618.xls
传统1分彩,20,32049.00,35843.58,112.00,60.42,-3855.00,-12.03%,20200618.xls
极速赛车,24,27647.60,27249.07,0.00,18.37,380.17,1.38%,20200618.xls
万人龙虎,16,25395.00,25324.30,0.00,43.40,27.30,0.11%,20200618.xls
腾讯时时彩,25,25387.12,25723.71,237.20,24.24,-360.84,-1.42%,20200618.xls
秒秒彩,4,17146.00,19013.65,0.00,0.00,-1867.65,-10.89%,20200618.xls
北京赛车,9,16327.00,18905.04,300.00,0.82,-2578.86,-15.80%,20200618.xls
江苏快3,11,9489.00,11534.26,434.00,24.96,-2070.22,-21.82%,20200618.xls
腾讯3分彩,3,8935.94,2681.38,0.00,0.00,6254.56,69.99%,20200618.xls
六合秒秒,6,8461.00,8984.80,0.00,3.74,-527.54,-6.23%,20200618.xls
飞禽走兽,2,8205.00,7754.40,0.00,9.75,440.85,5.37%,20200618.xls
广东11选5,10,7785.78,3822.88,24.00,0.00,3962.90,50.90%,20200618.xls
3分赛车,12,7354.54,6723.32,39.00,0.84,630.38,8.57%,20200618.xls
上海快3,11,7329.00,7321.52,820.00,28.17,-20.69,-0.28%,20200618.xls
安徽快3,13,7050.00,9146.25,70.00,12.13,-2108.38,-29.91%,20200618.xls
百家乐,7,4985.00,5516.25,0.00,19.60,-550.85,-11.05%,20200618.xls
传统北京赛车,4,4984.00,5713.00,0.00,0.00,-729.00,-14.63%,20200618.xls
河北快3,9,4914.00,5070.42,1002.00,14.47,-170.89,-3.48%,20200618.xls
森林舞会,2,4440.00,4941.10,0.00,65.50,-566.60,-12.76%,20200618.xls
传统欢乐生肖,5,4181.00,4137.31,0.00,34.09,9.61,0.23%,20200618.xls
传统疯狂飞艇,4,3817.00,3423.13,0.00,0.00,393.87,10.32%,20200618.xls
湖北快3,6,3751.00,4523.42,450.00,12.69,-785.11,-20.93%,20200618.xls
百人二八杠,4,3735.00,3329.00,0.00,25.50,380.50,10.19%,20200618.xls
骰宝,6,3560.00,3524.35,0.00,11.15,24.50,0.69%,20200618.xls
梭哈,8,3430.00,2941.65,0.00,0.95,487.40,14.21%,20200618.xls
3分彩,3,3412.44,4228.01,0.00,0.04,-815.61,-23.90%,20200618.xls
万人射龙门,3,3060.00,4557.40,0.00,0.00,-1497.40,-48.93%,20200618.xls
广西快3,8,3031.00,3253.34,15.00,14.52,-236.86,-7.81%,20200618.xls
山东11选5,9,3013.00,2348.60,72.00,2.94,661.46,21.95%,20200618.xls
贵州快3,5,2995.00,2936.32,0.00,6.03,52.66,1.76%,20200618.xls
万人牛牛,4,2803.00,3073.28,0.00,27.96,-298.24,-10.64%,20200618.xls
吉林快3,10,2762.00,1850.89,220.00,19.00,892.12,32.30%,20200618.xls
腾讯5分彩,4,2581.20,2129.78,0.00,0.00,451.42,17.49%,20200618.xls
北京快3,7,2523.00,2341.79,200.00,7.46,173.75,6.89%,20200618.xls
奔驰宝马,4,2415.00,2473.95,0.00,0.40,-59.35,-2.46%,20200618.xls
江苏11选5,7,2382.20,1838.23,0.00,0.00,543.97,22.83%,20200618.xls
百人牛牛,7,2320.00,2193.70,0.00,0.00,126.30,5.44%,20200618.xls
5分彩,1,2300.00,2245.80,0.00,0.00,54.20,2.36%,20200618.xls
澳门六合彩,5,1988.00,880.20,27.00,1.00,1106.80,55.67%,20200618.xls
上海11选5,4,1781.40,1132.56,348.00,0.00,648.84,36.42%,20200618.xls
1分幸运28,10,1718.00,1529.08,0.00,0.00,188.92,11.00%,20200618.xls
百人炸金花,5,1225.00,1065.60,0.00,0.00,159.40,13.01%,20200618.xls
江西11选5,4,1101.00,1829.52,0.00,0.00,-728.52,-66.17%,20200618.xls
甘肃快3,6,1068.00,1629.40,2.00,5.12,-566.52,-53.04%,20200618.xls
传统3分赛车,3,835.00,799.92,3.00,0.00,35.08,4.20%,20200618.xls
5分赛车,7,808.60,514.48,0.00,3.10,291.02,35.99%,20200618.xls
5分六合,3,587.00,0.00,0.00,0.00,587.00,100.00%,20200618.xls
万人百家乐,2,570.00,694.70,0.00,0.06,-124.76,-21.89%,20200618.xls
万人红黑大战,4,559.00,804.00,0.00,2.16,-247.16,-44.21%,20200618.xls
幸运28,2,510.00,558.00,0.00,0.00,-48.00,-9.41%,20200618.xls
红黑大战,3,465.00,889.60,0.00,0.60,-425.20,-91.44%,20200618.xls
百人三公,3,360.00,304.00,0.00,3.45,52.55,14.60%,20200618.xls
传统10分赛车,1,312.00,277.20,0.00,0.00,34.80,11.15%,20200618.xls
传统10分彩,1,236.00,266.75,0.00,0.00,-30.75,-13.03%,20200618.xls
百人德扑,1,120.00,39.60,0.00,0.00,80.40,67.00%,20200618.xls
传统5分赛车,1,96.00,91.08,0.00,0.00,4.92,5.13%,20200618.xls
射龙门,1,60.00,32.60,0.00,0.30,27.10,45.17%,20200618.xls
百人牌九,1,50.00,69.00,0.00,0.00,-19.00,-38.00%,20200618.xls
万人炸金花,1,5.00,0.00,0.00,0.00,5.00,100.00%,20200618.xls
小计,,6284495.62,6144116.09,88583.60,11451.09,128928.51,2.05%,20200618.xls
1分快3,691,4578874.00,4448620.06,53955.00,19090.06,111163.87,2.43%,20200619.xls
极速快3,139,1313376.00,1252934.15,0.00,3153.36,57288.49,4.36%,20200619.xls
3分快3,154,226805.00,210726.08,15437.00,454.71,15624.20,6.89%,20200619.xls
欢乐生肖,15,110497.18,100373.42,0.00,0.00,10123.76,9.16%,20200619.xls
1分赛车,30,75623.54,73389.88,48.00,4.03,2229.64,2.95%,20200619.xls
龙虎斗,34,74525.00,64710.40,0.00,283.68,9530.93,12.79%,20200619.xls
1分彩,43,62357.88,59247.20,65.80,23.52,3087.16,4.95%,20200619.xls
传统1分彩,19,50867.00,50964.24,25.00,112.81,-210.05,-0.41%,20200619.xls
疯狂飞艇,35,45997.26,42208.29,944.00,13.36,3775.62,8.21%,20200619.xls
1分六合,26,45486.00,44205.11,28.00,64.55,1216.34,2.67%,20200619.xls
极速赛车,23,38546.60,35400.06,0.00,138.62,3007.92,7.80%,20200619.xls
